央视卫视HD,#genre#
家庭理财,http://49.232.143.177:80/yt.php?l=0&type=play&id=jtlc
家庭理财,http://49.232.143.177:80/yt.php?l=1&type=play&id=jtlc
新动漫,http://49.232.143.177:80/yt.php?l=0&type=play&id=xdm
新动漫,http://49.232.143.177:80/yt.php?l=1&type=play&id=xdm
沈阳新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnsyxw
沈阳新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnsyxw
大连新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndltv1
大连新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndltv1
大连生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndltv2
大连生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndltv2
大连文体,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndltv4
大连文体,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndltv4
大连乐天购物,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndltv8
大连乐天购物,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndltv8
鞍山新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnasxwzh
鞍山新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnasxwzh
本溪新闻频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnbxtv1
本溪新闻频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnbxtv1
锦州新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnjztv1
锦州新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnjztv1
锦州教育频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnjztv2
锦州教育频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnjztv2
铁岭综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lntltv1
铁岭综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lntltv1
盘锦新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnpjtv1
盘锦新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnpjtv1
辽阳新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnlytv1
辽阳新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnlytv1
辽阳社会生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnlytv2
辽阳社会生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnlytv2
丹东新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnddtv1
丹东新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnddtv1
丹东生活频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnddtv2
丹东生活频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnddtv2
抚顺新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnfstv1
抚顺新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnfstv1
抚顺教育频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnfstv3
抚顺教育频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnfstv3
营口新闻频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnyktv1
营口新闻频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnyktv1
营口辽河文化生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnyktv2
营口辽河文化生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnyktv2
朝阳新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lncytv1
朝阳新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lncytv1
朝阳教育频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lncytv2
朝阳教育频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lncytv2
阜新新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnfxtv1
阜新新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnfxtv1
葫芦岛新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnhld1
葫芦岛新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnhld1
法库新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnsyfk1
法库新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnsyfk1
新民时政频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnsyxm1
新民时政频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnsyxm1
龙港综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnhldlg1
龙港综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnhldlg1
连山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnhldls1
连山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnhldls1
兴城综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnhldxc1
兴城综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnhldxc1
彰武综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnfxzw1
彰武综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnfxzw1
昌图综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lntlct1
昌图综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lntlct1
开原综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lntlky1
开原综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lntlky1
西丰综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lntlxf1
西丰综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lntlxf1
调兵山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lntldbs1
调兵山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lntldbs1
金普新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndljp1
金普新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndljp1
金普生活服务,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndljp2
金普生活服务,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndljp2
庄河综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndlzh1
庄河综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndlzh1
瓦房店新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndlwfd1
瓦房店新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndlwfd1
北票新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lncybp1
北票新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lncybp1
朝阳县综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=lncycy1
朝阳县综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=lncycy1
大洼综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnpjdw1
大洼综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnpjdw1
东港新东港,http://49.232.143.177:80/yt.php?l=0&type=play&id=lndddg2
东港新东港,http://49.232.143.177:80/yt.php?l=1&type=play&id=lndddg2
宽甸综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnddkd1
宽甸综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnddkd1
清原综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=lnfsqy1
清原综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=lnfsqy1

内蒙古,#genre#
内蒙古卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmgws
内蒙古卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmgws
内蒙古蒙语,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmmy
内蒙古蒙语,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmmy
内蒙古新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmxw
内蒙古新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmxw
内蒙古文体娱乐,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmwt
内蒙古文体娱乐,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmwt
内蒙古经济生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmjj
内蒙古经济生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmjj
内蒙古农牧频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmys
内蒙古农牧频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmys
内蒙古少儿频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmse
内蒙古少儿频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmse
内蒙古文化频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmwh
内蒙古文化频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmwh
内蒙古足球频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmgzq
内蒙古足球频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmgzq
呼和浩特新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhhht1
呼和浩特新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhhht1
呼和浩特影视娱乐,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhhht3
呼和浩特影视娱乐,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhhht3
鄂尔多斯新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmetv1
鄂尔多斯新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmetv1
鄂尔多斯经济服务,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmetv2
鄂尔多斯经济服务,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmetv2
鄂尔多斯蒙语综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmetv4
鄂尔多斯蒙语综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmetv4
包头新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmbttv1
包头新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmbttv1
包头生活服务,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmbttv2
包头生活服务,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmbttv2
包头经济频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmbttv3
包头经济频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmbttv3
赤峰新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmcftv1
赤峰新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmcftv1
兴安新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmxatv1
兴安新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmxatv1
通辽新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmtltv1
通辽新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmtltv1
呼伦贝尔新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhlbe1
呼伦贝尔新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhlbe1
呼伦贝尔文化旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhlbe2
呼伦贝尔文化旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhlbe2
呼伦贝尔生活资讯,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhlbe3
呼伦贝尔生活资讯,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhlbe3
巴彦淖尔新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmbyne1
巴彦淖尔新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmbyne1
巴彦淖尔经济生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmbyne2
巴彦淖尔经济生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmbyne2
阿拉善新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmals1
阿拉善新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmals1
乌兰察布新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmwlcb1
乌兰察布新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmwlcb1
乌兰察布经济生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmwlcb2
乌兰察布经济生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmwlcb2
乌海新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmwhtv1
乌海新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmwhtv1
乌海都市生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmwhtv2
乌海都市生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmwhtv2
锡林郭勒盟一套,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmxlgl1
锡林郭勒盟一套,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmxlgl1
杭锦电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhjtv1
杭锦电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhjtv1
达茂综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmbtdm1
达茂综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmbtdm1
宁城综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmcfnc1
宁城综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmcfnc1
元宝山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmcfybs1
元宝山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmcfybs1
伊金霍洛综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmyjhl1
伊金霍洛综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmyjhl1
奈曼旗电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmtlnm1
奈曼旗电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmtlnm1
准格尔旗电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmzge1
准格尔旗电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmzge1
鄂托克旗电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmetk1
鄂托克旗电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmetk1
阿荣旗电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmarq1
阿荣旗电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmarq1
鄂温克电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmhlewk1
鄂温克电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmhlewk1
满洲里电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmmzl1
满洲里电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmmzl1
额济纳旗电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmejnq1
额济纳旗电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmejnq1
二连浩特电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=nmelht1
二连浩特电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=nmelht1

宁夏,#genre#
宁夏卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxws
宁夏卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxws
宁夏公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxgg
宁夏公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxgg
宁夏经济,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxjj
宁夏经济,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxjj
宁夏少儿,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxse
宁夏少儿,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxse
银川生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxycsh
银川生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxycsh
银川公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxycgg
银川公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxycgg
银川文体,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxycwt
银川文体,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxycwt
石嘴山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxszs1
石嘴山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxszs1
石嘴山公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxszs2
石嘴山公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxszs2
吴忠综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxwztv1
吴忠综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxwztv1
吴忠公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxwztv2
吴忠公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxwztv2
中宁综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=nxzwzn1
中宁综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=nxzwzn1

青海,#genre#
青海卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhws
青海卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhws
青海经视,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhsh
青海经视,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhsh
青海都市,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhds
青海都市,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhds
安多卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhzy
安多卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhzy
西宁新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhxntv1
西宁新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhxntv1
西宁生活服务,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhxntv2
西宁生活服务,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhxntv2
海东综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhdtv1
海东综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhdtv1
海南州综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhntv1
海南州综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhntv1
海西州综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhxtv1
海西州综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhxtv1
果洛综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhgltv1
果洛综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhgltv1
黄南州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhatv1
黄南州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhatv1
囊谦综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhysnq1
囊谦综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhysnq1
大通综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhxndt1
大通综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhxndt1
湟源综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhxnhy1
湟源综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhxnhy1
湟中综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhxnhz1
湟中综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhxnhz1
都兰电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhxdl1
都兰电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhxdl1
德令哈综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhxdlh1
德令哈综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhxdlh1
门源综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhbmy1
门源综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhbmy1
祁连综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhbql1
祁连综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhbql1
贵南综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhngn1
贵南综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhngn1
同德电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhntd1
同德电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhntd1
兴海县广播电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhnxh1
兴海县广播电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhnxh1
化隆综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhdhl1
化隆综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhdhl1
互助综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhdhz1
互助综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhdhz1
民和综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhhdmh1
民和综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhhdmh1
玛沁综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=qhglmq1
玛沁综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=qhglmq1

陕西,#genre#
陕西卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=snwshd
陕西卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=snwshd
陕西卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=snws
陕西卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=snws
农林卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=snnl
农林卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=snnl
陕西新闻资讯,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv1
陕西新闻资讯,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv1
陕西都市青春,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv2
陕西都市青春,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv2
陕西银龄频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv3
陕西银龄频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv3
陕西秦腔频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv5
陕西秦腔频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv5
陕西乐家购物,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv6
陕西乐家购物,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv6
陕西体育休闲,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv7
陕西体育休闲,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv7
陕西西部电影,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntv8
陕西西部电影,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntv8
陕西移动,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyd
陕西移动,http://49.232.143.177:80/yt.php?l=1&type=play&id=snyd
西安新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv1
西安新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv1
西安都市频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv2
西安都市频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv2
西安商务资讯,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv3
西安商务资讯,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv3
西安戏剧影视,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv4
西安戏剧影视,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv4
西安丝路频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv5
西安丝路频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv5
西安乐购购物,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv6
西安乐购购物,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv6
西安移动电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxatv7
西安移动电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxatv7
西安教育频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxajy
西安教育频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxajy
榆林电视一套,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyltv1
榆林电视一套,http://49.232.143.177:80/yt.php?l=1&type=play&id=snyltv1
榆林电视二套,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyltv2
榆林电视二套,http://49.232.143.177:80/yt.php?l=1&type=play&id=snyltv2
安康新闻频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snaktv1
安康新闻频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snaktv1
安康民生频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snaktv2
安康民生频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snaktv2
安康教育频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snaktv3
安康教育频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snaktv3
宝鸡新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=snbjtv1
宝鸡新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=snbjtv1
宝鸡经济资讯,http://49.232.143.177:80/yt.php?l=0&type=play&id=snbjtv2
宝鸡经济资讯,http://49.232.143.177:80/yt.php?l=1&type=play&id=snbjtv2
咸阳综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxytv1
咸阳综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxytv1
咸阳公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxytv2
咸阳公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxytv2
延安新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyatv1
延安新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=snyatv1
延安公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyatv2
延安公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snyatv2
汉中综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snhztv1
汉中综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snhztv1
杨凌综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyitv1
杨凌综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snyitv1
商洛综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snsltv1
商洛综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snsltv1
商洛公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snsltv2
商洛公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snsltv2
铜川综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntctv1
铜川综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntctv1
铜川公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=sntctv2
铜川公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=sntctv2
高陵综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snxagl1
高陵综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snxagl1
横山综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snylhs1
横山综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=snylhs1
眉县新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=snbjmx1
眉县新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=snbjmx1
宝塔综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=snyabt1
